,Unnamed: 0,hypothesis,context,img_id,hypothesis_avg_overall_blv_rating,reference_count,references,hypothesis_avg_overall_sighted_rating,hypothesis_length,avg_reference_length,max_reference_length,min_reference_length,Bleu_1,Bleu_2,Bleu_3,Bleu_4,METEOR,ROUGE_L,Spice
136,137,"\nA table is set with a meal on it.  Included on the table are salads, potatoes, peas, pickles, and olives.",American cuisine,laid_table12,3.75,5,"It's a bunch of food from America. It's set up on a table.|A table filled with bowls,plates and glasses. Many different types of food are represented from salads to a pie.|A table and chairs, set with six places, and laid with a green and red plaid tablecoth. There are red solo cups at each place. The table is also set with typical American Thanksgiving foods, including: turkey, mashed potatoes, cranberry sauce, mixed salad, squash, sweet potatoes, devilled eggs, and pumpkin pie.|A rectangular table with a red plaid table cloth on it and wooden chairs around it.  The table is set with 5 place setting, each with a plate and red solo cup.  Each setting has a bowl of salad in front of it.  There are various food items in the middle of the table in serving dishes.  The food items look like they could be from a Thanksgiving dinner.|A table with a tablecloth with empty place setting and many foods in bowls in the middle.  The table is set with paper napkins, metal utensils, and plastic cups.  The bowls of food are some typical foods of American cuisine.",3.4,107,211.8,353,58,0.5999999999700001,0.3973597070991224,0.2598414202922436,0.17923344639513047,0.13445378151260504,0.2846034214618974,
137,138,"\nA table is set with a meal on it.  Included on the table are salads, potatoes, peas, pickles, and olives.",American cuisine,laid_table12,3.75,5,"It's a bunch of food from America. It's set up on a table.|A table filled with bowls,plates and glasses. Many different types of food are represented from salads to a pie.|A table and chairs, set with six places, and laid with a green and red plaid tablecoth. There are red solo cups at each place. The table is also set with typical American Thanksgiving foods, including: turkey, mashed potatoes, cranberry sauce, mixed salad, squash, sweet potatoes, devilled eggs, and pumpkin pie.|A rectangular table with a red plaid table cloth on it and wooden chairs around it.  The table is set with 5 place setting, each with a plate and red solo cup.  Each setting has a bowl of salad in front of it.  There are various food items in the middle of the table in serving dishes.  The food items look like they could be from a Thanksgiving dinner.|A table is set with dishes and silverware for five.  The food is on the table as well and ready to be served when the people arrive.",3.4,107,193.4,353,58,0.5999999999700001,0.43528575004367004,0.3160816010068221,0.2076047003017635,0.14567430813772259,0.35812133072407043,
138,139,"\nA table is set with a meal on it.  Included on the table are salads, potatoes, peas, pickles, and olives.",American cuisine,laid_table12,3.75,5,"It's a bunch of food from America. It's set up on a table.|A table filled with bowls,plates and glasses. Many different types of food are represented from salads to a pie.|A table and chairs, set with six places, and laid with a green and red plaid tablecoth. There are red solo cups at each place. The table is also set with typical American Thanksgiving foods, including: turkey, mashed potatoes, cranberry sauce, mixed salad, squash, sweet potatoes, devilled eggs, and pumpkin pie.|A table with a tablecloth with empty place setting and many foods in bowls in the middle.  The table is set with paper napkins, metal utensils, and plastic cups.  The bowls of food are some typical foods of American cuisine.|A table is set with dishes and silverware for five.  The food is on the table as well and ready to be served when the people arrive.",3.4,107,167.6,312,58,0.5499999999725,0.41675437671185933,0.3070457069121754,0.20313747121159698,0.14567430813772259,0.35812133072407043,
139,140,"\nA table is set with a meal on it.  Included on the table are salads, potatoes, peas, pickles, and olives.",American cuisine,laid_table12,3.75,5,"It's a bunch of food from America. It's set up on a table.|A table filled with bowls,plates and glasses. Many different types of food are represented from salads to a pie.|A rectangular table with a red plaid table cloth on it and wooden chairs around it.  The table is set with 5 place setting, each with a plate and red solo cup.  Each setting has a bowl of salad in front of it.  There are various food items in the middle of the table in serving dishes.  The food items look like they could be from a Thanksgiving dinner.|A table with a tablecloth with empty place setting and many foods in bowls in the middle.  The table is set with paper napkins, metal utensils, and plastic cups.  The bowls of food are some typical foods of American cuisine.|A table is set with dishes and silverware for five.  The food is on the table as well and ready to be served when the people arrive.",3.4,107,175.8,353,58,0.5499999999725,0.41675437671185933,0.3070457069121754,0.20313747121159698,0.14567430813772259,0.35812133072407043,
140,141,"\nA table is set with a meal on it.  Included on the table are salads, potatoes, peas, pickles, and olives.",American cuisine,laid_table12,3.75,5,"It's a bunch of food from America. It's set up on a table.|The camera looks down on a table groaning with colorful foods arranged in many serving bowls on a bright red plaid tablecloth.|A table and chairs, set with six places, and laid with a green and red plaid tablecoth. There are red solo cups at each place. The table is also set with typical American Thanksgiving foods, including: turkey, mashed potatoes, cranberry sauce, mixed salad, squash, sweet potatoes, devilled eggs, and pumpkin pie.|A rectangular table with a red plaid table cloth on it and wooden chairs around it.  The table is set with 5 place setting, each with a plate and red solo cup.  Each setting has a bowl of salad in front of it.  There are various food items in the middle of the table in serving dishes.  The food items look like they could be from a Thanksgiving dinner.|A table with a tablecloth with empty place setting and many foods in bowls in the middle.  The table is set with paper napkins, metal utensils, and plastic cups.  The bowls of food are some typical foods of American cuisine.",3.4,107,214.6,353,58,0.5881443216645593,0.3742272703053913,0.24147173465877345,0.16545509071935433,0.13445378151260504,0.2846034214618974,
141,142,"\nA table is set with a meal on it.  Included on the table are salads, potatoes, peas, pickles, and olives.",American cuisine,laid_table12,3.75,5,"It's a bunch of food from America. It's set up on a table.|The camera looks down on a table groaning with colorful foods arranged in many serving bowls on a bright red plaid tablecloth.|A table and chairs, set with six places, and laid with a green and red plaid tablecoth. There are red solo cups at each place. The table is also set with typical American Thanksgiving foods, including: turkey, mashed potatoes, cranberry sauce, mixed salad, squash, sweet potatoes, devilled eggs, and pumpkin pie.|A rectangular table with a red plaid table cloth on it and wooden chairs around it.  The table is set with 5 place setting, each with a plate and red solo cup.  Each setting has a bowl of salad in front of it.  There are various food items in the middle of the table in serving dishes.  The food items look like they could be from a Thanksgiving dinner.|A table is set with dishes and silverware for five.  The food is on the table as well and ready to be served when the people arrive.",3.4,107,196.2,353,58,0.5881443216645593,0.4099454351596921,0.2937359732832324,0.1916453385963897,0.14567430813772259,0.35812133072407043,
142,143,"\nA table is set with a meal on it.  Included on the table are salads, potatoes, peas, pickles, and olives.",American cuisine,laid_table12,3.75,5,"It's a bunch of food from America. It's set up on a table.|The camera looks down on a table groaning with colorful foods arranged in many serving bowls on a bright red plaid tablecloth.|A table and chairs, set with six places, and laid with a green and red plaid tablecoth. There are red solo cups at each place. The table is also set with typical American Thanksgiving foods, including: turkey, mashed potatoes, cranberry sauce, mixed salad, squash, sweet potatoes, devilled eggs, and pumpkin pie.|A table with a tablecloth with empty place setting and many foods in bowls in the middle.  The table is set with paper napkins, metal utensils, and plastic cups.  The bowls of food are some typical foods of American cuisine.|A table is set with dishes and silverware for five.  The food is on the table as well and ready to be served when the people arrive.",3.4,107,170.4,312,58,0.5429024507672855,0.39386283415766726,0.2860024597293851,0.18784850098378444,0.14567430813772259,0.35812133072407043,
143,144,"\nA table is set with a meal on it.  Included on the table are salads, potatoes, peas, pickles, and olives.",American cuisine,laid_table12,3.75,5,"It's a bunch of food from America. It's set up on a table.|The camera looks down on a table groaning with colorful foods arranged in many serving bowls on a bright red plaid tablecloth.|A rectangular table with a red plaid table cloth on it and wooden chairs around it.  The table is set with 5 place setting, each with a plate and red solo cup.  Each setting has a bowl of salad in front of it.  There are various food items in the middle of the table in serving dishes.  The food items look like they could be from a Thanksgiving dinner.|A table with a tablecloth with empty place setting and many foods in bowls in the middle.  The table is set with paper napkins, metal utensils, and plastic cups.  The bowls of food are some typical foods of American cuisine.|A table is set with dishes and silverware for five.  The food is on the table as well and ready to be served when the people arrive.",3.4,107,178.6,353,58,0.5429024507672855,0.39386283415766726,0.2860024597293851,0.18784850098378444,0.14567430813772259,0.35812133072407043,
144,145,"\nA table is set with a meal on it.  Included on the table are salads, potatoes, peas, pickles, and olives.",American cuisine,laid_table12,3.75,5,"It's a bunch of food from America. It's set up on a table.|A table and chairs, set with six places, and laid with a green and red plaid tablecoth. There are red solo cups at each place. The table is also set with typical American Thanksgiving foods, including: turkey, mashed potatoes, cranberry sauce, mixed salad, squash, sweet potatoes, devilled eggs, and pumpkin pie.|A rectangular table with a red plaid table cloth on it and wooden chairs around it.  The table is set with 5 place setting, each with a plate and red solo cup.  Each setting has a bowl of salad in front of it.  There are various food items in the middle of the table in serving dishes.  The food items look like they could be from a Thanksgiving dinner.|A table with a tablecloth with empty place setting and many foods in bowls in the middle.  The table is set with paper napkins, metal utensils, and plastic cups.  The bowls of food are some typical foods of American cuisine.|A table is set with dishes and silverware for five.  The food is on the table as well and ready to be served when the people arrive.",3.4,107,215.8,353,58,0.5999999999700001,0.43528575004367004,0.3160816010068221,0.2076047003017635,0.14567430813772259,0.35812133072407043,
145,146,"\nA table is set with a meal on it.  Included on the table are salads, potatoes, peas, pickles, and olives.",American cuisine,laid_table12,3.75,5,"A table filled with bowls,plates and glasses. Many different types of food are represented from salads to a pie.|The camera looks down on a table groaning with colorful foods arranged in many serving bowls on a bright red plaid tablecloth.|A table and chairs, set with six places, and laid with a green and red plaid tablecoth. There are red solo cups at each place. The table is also set with typical American Thanksgiving foods, including: turkey, mashed potatoes, cranberry sauce, mixed salad, squash, sweet potatoes, devilled eggs, and pumpkin pie.|A rectangular table with a red plaid table cloth on it and wooden chairs around it.  The table is set with 5 place setting, each with a plate and red solo cup.  Each setting has a bowl of salad in front of it.  There are various food items in the middle of the table in serving dishes.  The food items look like they could be from a Thanksgiving dinner.|A table with a tablecloth with empty place setting and many foods in bowls in the middle.  The table is set with paper napkins, metal utensils, and plastic cups.  The bowls of food are some typical foods of American cuisine.",3.4,107,225.4,353,112,0.6499999999675001,0.41358509591303216,0.26686753869549923,0.18285615451974122,0.10267379679144384,0.21303841676367868,
146,147,"\nA table is set with a meal on it.  Included on the table are salads, potatoes, peas, pickles, and olives.",American cuisine,laid_table12,3.75,5,"A table filled with bowls,plates and glasses. Many different types of food are represented from salads to a pie.|The camera looks down on a table groaning with colorful foods arranged in many serving bowls on a bright red plaid tablecloth.|A table and chairs, set with six places, and laid with a green and red plaid tablecoth. There are red solo cups at each place. The table is also set with typical American Thanksgiving foods, including: turkey, mashed potatoes, cranberry sauce, mixed salad, squash, sweet potatoes, devilled eggs, and pumpkin pie.|A rectangular table with a red plaid table cloth on it and wooden chairs around it.  The table is set with 5 place setting, each with a plate and red solo cup.  Each setting has a bowl of salad in front of it.  There are various food items in the middle of the table in serving dishes.  The food items look like they could be from a Thanksgiving dinner.|A table is set with dishes and silverware for five.  The food is on the table as well and ready to be served when the people arrive.",3.4,107,207.0,353,112,0.6499999999675001,0.45305977295901084,0.32462845528150536,0.21180085481208044,0.14567430813772259,0.35812133072407043,
147,148,"\nA table is set with a meal on it.  Included on the table are salads, potatoes, peas, pickles, and olives.",American cuisine,laid_table12,3.75,5,"A table filled with bowls,plates and glasses. Many different types of food are represented from salads to a pie.|The camera looks down on a table groaning with colorful foods arranged in many serving bowls on a bright red plaid tablecloth.|A table and chairs, set with six places, and laid with a green and red plaid tablecoth. There are red solo cups at each place. The table is also set with typical American Thanksgiving foods, including: turkey, mashed potatoes, cranberry sauce, mixed salad, squash, sweet potatoes, devilled eggs, and pumpkin pie.|A table with a tablecloth with empty place setting and many foods in bowls in the middle.  The table is set with paper napkins, metal utensils, and plastic cups.  The bowls of food are some typical foods of American cuisine.|A table is set with dishes and silverware for five.  The food is on the table as well and ready to be served when the people arrive.",3.4,107,181.2,312,112,0.5999999999700001,0.43528575004367004,0.3160816010068221,0.2076047003017635,0.14567430813772259,0.35812133072407043,
148,149,"\nA table is set with a meal on it.  Included on the table are salads, potatoes, peas, pickles, and olives.",American cuisine,laid_table12,3.75,5,"A table filled with bowls,plates and glasses. Many different types of food are represented from salads to a pie.|The camera looks down on a table groaning with colorful foods arranged in many serving bowls on a bright red plaid tablecloth.|A rectangular table with a red plaid table cloth on it and wooden chairs around it.  The table is set with 5 place setting, each with a plate and red solo cup.  Each setting has a bowl of salad in front of it.  There are various food items in the middle of the table in serving dishes.  The food items look like they could be from a Thanksgiving dinner.|A table with a tablecloth with empty place setting and many foods in bowls in the middle.  The table is set with paper napkins, metal utensils, and plastic cups.  The bowls of food are some typical foods of American cuisine.|A table is set with dishes and silverware for five.  The food is on the table as well and ready to be served when the people arrive.",3.4,107,189.4,353,112,0.5999999999700001,0.43528575004367004,0.3160816010068221,0.2076047003017635,0.14567430813772259,0.35812133072407043,
149,150,"\nA table is set with a meal on it.  Included on the table are salads, potatoes, peas, pickles, and olives.",American cuisine,laid_table12,3.75,5,"A table filled with bowls,plates and glasses. Many different types of food are represented from salads to a pie.|A table and chairs, set with six places, and laid with a green and red plaid tablecoth. There are red solo cups at each place. The table is also set with typical American Thanksgiving foods, including: turkey, mashed potatoes, cranberry sauce, mixed salad, squash, sweet potatoes, devilled eggs, and pumpkin pie.|A rectangular table with a red plaid table cloth on it and wooden chairs around it.  The table is set with 5 place setting, each with a plate and red solo cup.  Each setting has a bowl of salad in front of it.  There are various food items in the middle of the table in serving dishes.  The food items look like they could be from a Thanksgiving dinner.|A table with a tablecloth with empty place setting and many foods in bowls in the middle.  The table is set with paper napkins, metal utensils, and plastic cups.  The bowls of food are some typical foods of American cuisine.|A table is set with dishes and silverware for five.  The food is on the table as well and ready to be served when the people arrive.",3.4,107,226.6,353,112,0.5999999999700001,0.43528575004367004,0.3160816010068221,0.2076047003017635,0.14567430813772259,0.35812133072407043,
150,151,"\nA table is set with a meal on it.  Included on the table are salads, potatoes, peas, pickles, and olives.",American cuisine,laid_table12,3.75,5,"The camera looks down on a table groaning with colorful foods arranged in many serving bowls on a bright red plaid tablecloth.|A table and chairs, set with six places, and laid with a green and red plaid tablecoth. There are red solo cups at each place. The table is also set with typical American Thanksgiving foods, including: turkey, mashed potatoes, cranberry sauce, mixed salad, squash, sweet potatoes, devilled eggs, and pumpkin pie.|A rectangular table with a red plaid table cloth on it and wooden chairs around it.  The table is set with 5 place setting, each with a plate and red solo cup.  Each setting has a bowl of salad in front of it.  There are various food items in the middle of the table in serving dishes.  The food items look like they could be from a Thanksgiving dinner.|A table with a tablecloth with empty place setting and many foods in bowls in the middle.  The table is set with paper napkins, metal utensils, and plastic cups.  The bowls of food are some typical foods of American cuisine.|A table is set with dishes and silverware for five.  The food is on the table as well and ready to be served when the people arrive.",3.4,107,229.4,353,126,0.5881443216645593,0.4099454351596921,0.2937359732832324,0.1916453385963897,0.14567430813772259,0.35812133072407043,
151,152,"\nA table is set with a meal on it.  Included on the table are salads, potatoes, peas, pickles, and olives.",American cuisine,laid_table12,3.75,6,"It's a bunch of food from America. It's set up on a table.|A table filled with bowls,plates and glasses. Many different types of food are represented from salads to a pie.|The camera looks down on a table groaning with colorful foods arranged in many serving bowls on a bright red plaid tablecloth.|A table and chairs, set with six places, and laid with a green and red plaid tablecoth. There are red solo cups at each place. The table is also set with typical American Thanksgiving foods, including: turkey, mashed potatoes, cranberry sauce, mixed salad, squash, sweet potatoes, devilled eggs, and pumpkin pie.|A rectangular table with a red plaid table cloth on it and wooden chairs around it.  The table is set with 5 place setting, each with a plate and red solo cup.  Each setting has a bowl of salad in front of it.  There are various food items in the middle of the table in serving dishes.  The food items look like they could be from a Thanksgiving dinner.|A table with a tablecloth with empty place setting and many foods in bowls in the middle.  The table is set with paper napkins, metal utensils, and plastic cups.  The bowls of food are some typical foods of American cuisine.",3.4,107,197.5,353,58,0.6499999999675001,0.41358509591303216,0.26686753869549923,0.18285615451974122,0.13445378151260504,0.2846034214618974,
152,153,"\nA table is set with a meal on it.  Included on the table are salads, potatoes, peas, pickles, and olives.",American cuisine,laid_table12,3.75,6,"It's a bunch of food from America. It's set up on a table.|A table filled with bowls,plates and glasses. Many different types of food are represented from salads to a pie.|The camera looks down on a table groaning with colorful foods arranged in many serving bowls on a bright red plaid tablecloth.|A table and chairs, set with six places, and laid with a green and red plaid tablecoth. There are red solo cups at each place. The table is also set with typical American Thanksgiving foods, including: turkey, mashed potatoes, cranberry sauce, mixed salad, squash, sweet potatoes, devilled eggs, and pumpkin pie.|A rectangular table with a red plaid table cloth on it and wooden chairs around it.  The table is set with 5 place setting, each with a plate and red solo cup.  Each setting has a bowl of salad in front of it.  There are various food items in the middle of the table in serving dishes.  The food items look like they could be from a Thanksgiving dinner.|A table is set with dishes and silverware for five.  The food is on the table as well and ready to be served when the people arrive.",3.4,107,182.166666666667,353,58,0.6499999999675001,0.45305977295901084,0.32462845528150536,0.21180085481208044,0.14567430813772259,0.35812133072407043,
153,154,"\nA table is set with a meal on it.  Included on the table are salads, potatoes, peas, pickles, and olives.",American cuisine,laid_table12,3.75,6,"It's a bunch of food from America. It's set up on a table.|A table filled with bowls,plates and glasses. Many different types of food are represented from salads to a pie.|The camera looks down on a table groaning with colorful foods arranged in many serving bowls on a bright red plaid tablecloth.|A table and chairs, set with six places, and laid with a green and red plaid tablecoth. There are red solo cups at each place. The table is also set with typical American Thanksgiving foods, including: turkey, mashed potatoes, cranberry sauce, mixed salad, squash, sweet potatoes, devilled eggs, and pumpkin pie.|A table with a tablecloth with empty place setting and many foods in bowls in the middle.  The table is set with paper napkins, metal utensils, and plastic cups.  The bowls of food are some typical foods of American cuisine.|A table is set with dishes and silverware for five.  The food is on the table as well and ready to be served when the people arrive.",3.4,107,160.666666666667,312,58,0.5999999999700001,0.43528575004367004,0.3160816010068221,0.2076047003017635,0.14567430813772259,0.35812133072407043,
154,155,"\nA table is set with a meal on it.  Included on the table are salads, potatoes, peas, pickles, and olives.",American cuisine,laid_table12,3.75,6,"It's a bunch of food from America. It's set up on a table.|A table filled with bowls,plates and glasses. Many different types of food are represented from salads to a pie.|The camera looks down on a table groaning with colorful foods arranged in many serving bowls on a bright red plaid tablecloth.|A rectangular table with a red plaid table cloth on it and wooden chairs around it.  The table is set with 5 place setting, each with a plate and red solo cup.  Each setting has a bowl of salad in front of it.  There are various food items in the middle of the table in serving dishes.  The food items look like they could be from a Thanksgiving dinner.|A table with a tablecloth with empty place setting and many foods in bowls in the middle.  The table is set with paper napkins, metal utensils, and plastic cups.  The bowls of food are some typical foods of American cuisine.|A table is set with dishes and silverware for five.  The food is on the table as well and ready to be served when the people arrive.",3.4,107,167.5,353,58,0.5999999999700001,0.43528575004367004,0.3160816010068221,0.2076047003017635,0.14567430813772259,0.35812133072407043,
155,156,"\nA table is set with a meal on it.  Included on the table are salads, potatoes, peas, pickles, and olives.",American cuisine,laid_table12,3.75,6,"It's a bunch of food from America. It's set up on a table.|A table filled with bowls,plates and glasses. Many different types of food are represented from salads to a pie.|A table and chairs, set with six places, and laid with a green and red plaid tablecoth. There are red solo cups at each place. The table is also set with typical American Thanksgiving foods, including: turkey, mashed potatoes, cranberry sauce, mixed salad, squash, sweet potatoes, devilled eggs, and pumpkin pie.|A rectangular table with a red plaid table cloth on it and wooden chairs around it.  The table is set with 5 place setting, each with a plate and red solo cup.  Each setting has a bowl of salad in front of it.  There are various food items in the middle of the table in serving dishes.  The food items look like they could be from a Thanksgiving dinner.|A table with a tablecloth with empty place setting and many foods in bowls in the middle.  The table is set with paper napkins, metal utensils, and plastic cups.  The bowls of food are some typical foods of American cuisine.|A table is set with dishes and silverware for five.  The food is on the table as well and ready to be served when the people arrive.",3.4,107,198.5,353,58,0.5999999999700001,0.43528575004367004,0.3160816010068221,0.2076047003017635,0.14567430813772259,0.35812133072407043,
156,157,"\nA table is set with a meal on it.  Included on the table are salads, potatoes, peas, pickles, and olives.",American cuisine,laid_table12,3.75,6,"It's a bunch of food from America. It's set up on a table.|The camera looks down on a table groaning with colorful foods arranged in many serving bowls on a bright red plaid tablecloth.|A table and chairs, set with six places, and laid with a green and red plaid tablecoth. There are red solo cups at each place. The table is also set with typical American Thanksgiving foods, including: turkey, mashed potatoes, cranberry sauce, mixed salad, squash, sweet potatoes, devilled eggs, and pumpkin pie.|A rectangular table with a red plaid table cloth on it and wooden chairs around it.  The table is set with 5 place setting, each with a plate and red solo cup.  Each setting has a bowl of salad in front of it.  There are various food items in the middle of the table in serving dishes.  The food items look like they could be from a Thanksgiving dinner.|A table with a tablecloth with empty place setting and many foods in bowls in the middle.  The table is set with paper napkins, metal utensils, and plastic cups.  The bowls of food are some typical foods of American cuisine.|A table is set with dishes and silverware for five.  The food is on the table as well and ready to be served when the people arrive.",3.4,107,200.833333333333,353,58,0.5881443216645593,0.4099454351596921,0.2937359732832324,0.1916453385963897,0.14567430813772259,0.35812133072407043,
157,158,"\nA table is set with a meal on it.  Included on the table are salads, potatoes, peas, pickles, and olives.",American cuisine,laid_table12,3.75,6,"A table filled with bowls,plates and glasses. Many different types of food are represented from salads to a pie.|The camera looks down on a table groaning with colorful foods arranged in many serving bowls on a bright red plaid tablecloth.|A table and chairs, set with six places, and laid with a green and red plaid tablecoth. There are red solo cups at each place. The table is also set with typical American Thanksgiving foods, including: turkey, mashed potatoes, cranberry sauce, mixed salad, squash, sweet potatoes, devilled eggs, and pumpkin pie.|A rectangular table with a red plaid table cloth on it and wooden chairs around it.  The table is set with 5 place setting, each with a plate and red solo cup.  Each setting has a bowl of salad in front of it.  There are various food items in the middle of the table in serving dishes.  The food items look like they could be from a Thanksgiving dinner.|A table with a tablecloth with empty place setting and many foods in bowls in the middle.  The table is set with paper napkins, metal utensils, and plastic cups.  The bowls of food are some typical foods of American cuisine.|A table is set with dishes and silverware for five.  The food is on the table as well and ready to be served when the people arrive.",3.4,107,209.833333333333,353,112,0.6499999999675001,0.45305977295901084,0.32462845528150536,0.21180085481208044,0.14567430813772259,0.35812133072407043,
158,159,"\nA table is set with a meal on it.  Included on the table are salads, potatoes, peas, pickles, and olives.",American cuisine,laid_table12,3.75,7,"It's a bunch of food from America. It's set up on a table.|A table filled with bowls,plates and glasses. Many different types of food are represented from salads to a pie.|The camera looks down on a table groaning with colorful foods arranged in many serving bowls on a bright red plaid tablecloth.|A table and chairs, set with six places, and laid with a green and red plaid tablecoth. There are red solo cups at each place. The table is also set with typical American Thanksgiving foods, including: turkey, mashed potatoes, cranberry sauce, mixed salad, squash, sweet potatoes, devilled eggs, and pumpkin pie.|A rectangular table with a red plaid table cloth on it and wooden chairs around it.  The table is set with 5 place setting, each with a plate and red solo cup.  Each setting has a bowl of salad in front of it.  There are various food items in the middle of the table in serving dishes.  The food items look like they could be from a Thanksgiving dinner.|A table with a tablecloth with empty place setting and many foods in bowls in the middle.  The table is set with paper napkins, metal utensils, and plastic cups.  The bowls of food are some typical foods of American cuisine.|A table is set with dishes and silverware for five.  The food is on the table as well and ready to be served when the people arrive.",3.4,107,188.142857142857,353,58,0.6499999999675001,0.45305977295901084,0.32462845528150536,0.21180085481208044,0.14567430813772259,0.35812133072407043,
159,160,A table is set in a home and a turkey and wine are on the table.,American cuisine,laid_table14,3.25,1,A typical American holiday dinner table is shown and the main course is a roasted turkey.,4.0,64,89.0,89,89,0.3749999999531251,0.15811388298832543,1.2132137514443472e-06,3.4234749554175345e-09,0.13937822065840194,0.3125,
160,161,A table is set in a home and a turkey and wine are on the table.,American cuisine,laid_table14,3.25,1,A table is set with a large turkey while a person is opening a bottle of wine.,4.0,64,78.0,78,78,0.41099321492952157,0.27788213140921053,0.2180184590970466,0.16542390173355226,0.21729611739302937,0.3616600790513834,
161,162,A table is set in a home and a turkey and wine are on the table.,American cuisine,laid_table14,3.25,1,"A typical American dinner, as presented for a special occasion or holiday.",4.0,64,74.0,74,74,0.12499999999218755,2.8867513457616934e-09,8.411954328137418e-12,4.625799890027289e-13,0.042628774422735355,0.14663461538461536,
162,163,A table is set in a home and a turkey and wine are on the table.,American cuisine,laid_table14,3.25,1,A turkey that is sitting on a cutting board on a dining room table next to a bottle of wine.,4.0,64,92.0,92,92,0.340725342551149,4.206004941801124e-09,9.94670643243164e-12,4.927540835456074e-13,0.15840642462371007,0.21785714285714283,
163,164,A table is set in a home and a turkey and wine are on the table.,American cuisine,laid_table14,3.25,2,A typical American holiday dinner table is shown and the main course is a roasted turkey.|A table is set with a large turkey while a person is opening a bottle of wine.,4.0,64,83.5,89,78,0.5624999999296877,0.33541019658234356,0.25235862982834983,0.1875114458136177,0.21729611739302937,0.375,
164,165,A table is set in a home and a turkey and wine are on the table.,American cuisine,laid_table14,3.25,2,"A typical American holiday dinner table is shown and the main course is a roasted turkey.|A typical American dinner, as presented for a special occasion or holiday.",4.0,64,81.5,89,74,0.4374999999453126,0.1707825127442898,1.2771823871573673e-06,3.5579828674695514e-09,0.13162730311213675,0.375,
165,166,A table is set in a home and a turkey and wine are on the table.,American cuisine,laid_table14,3.25,2,A typical American holiday dinner table is shown and the main course is a roasted turkey.|A turkey that is sitting on a cutting board on a dining room table next to a bottle of wine.,4.0,64,90.5,92,89,0.5624999999296877,0.1936491672857614,1.3887830605399023e-06,3.78869783570745e-09,0.15840642462371007,0.375,
166,167,A table is set in a home and a turkey and wine are on the table.,American cuisine,laid_table14,3.25,2,"A table is set with a large turkey while a person is opening a bottle of wine.|A typical American dinner, as presented for a special occasion or holiday.",4.0,64,76.0,78,74,0.46970653134802465,0.2970684941827885,0.22794176921835207,0.17103943243819114,0.21294110925146084,0.4219367588932806,
167,168,A table is set in a home and a turkey and wine are on the table.,American cuisine,laid_table14,3.25,2,A table is set with a large turkey while a person is opening a bottle of wine.|A turkey that is sitting on a cutting board on a dining room table next to a bottle of wine.,4.0,64,85.0,92,78,0.5284198477665277,0.3150887200702893,0.2370689933744623,0.1761507016243537,0.21294110925146084,0.4219367588932806,
168,169,A table is set in a home and a turkey and wine are on the table.,American cuisine,laid_table14,3.25,2,"A typical American dinner, as presented for a special occasion or holiday.|A turkey that is sitting on a cutting board on a dining room table next to a bottle of wine.",4.0,64,83.0,92,74,0.4374999999726563,5.400617248324428e-09,1.2771823872371915e-11,6.32708767488779e-13,0.15840642462371007,0.21785714285714283,
169,170,A table is set in a home and a turkey and wine are on the table.,American cuisine,laid_table14,3.25,3,"A typical American holiday dinner table is shown and the main course is a roasted turkey.|A table is set with a large turkey while a person is opening a bottle of wine.|A typical American dinner, as presented for a special occasion or holiday.",4.0,64,80.3333333333333,89,74,0.624999999921875,0.35355339054834306,0.26137897925354187,0.19251614431854677,0.21294110925146084,0.4219367588932806,
170,171,A table is set in a home and a turkey and wine are on the table.,American cuisine,laid_table14,3.25,3,A typical American holiday dinner table is shown and the main course is a roasted turkey.|A table is set with a large turkey while a person is opening a bottle of wine.|A turkey that is sitting on a cutting board on a dining room table next to a bottle of wine.,4.0,64,86.3333333333333,92,78,0.6874999999140626,0.37080992430765947,0.26981632288171364,0.1971584187663804,0.21294110925146084,0.4219367588932806,
171,172,A table is set in a home and a turkey and wine are on the table.,American cuisine,laid_table14,3.25,3,"A typical American holiday dinner table is shown and the main course is a roasted turkey.|A typical American dinner, as presented for a special occasion or holiday.|A turkey that is sitting on a cutting board on a dining room table next to a bottle of wine.",4.0,64,85.0,92,74,0.5624999999296877,0.1936491672857614,1.3887830605399023e-06,3.78869783570745e-09,0.15840642462371007,0.375,
172,173,A table is set in a home and a turkey and wine are on the table.,American cuisine,laid_table14,3.25,3,"A table is set with a large turkey while a person is opening a bottle of wine.|A typical American dinner, as presented for a special occasion or holiday.|A turkey that is sitting on a cutting board on a dining room table next to a bottle of wine.",4.0,64,81.3333333333333,92,74,0.5284198477665277,0.3150887200702893,0.2370689933744623,0.1761507016243537,0.21294110925146084,0.4219367588932806,
173,174,A table is set in a home and a turkey and wine are on the table.,American cuisine,laid_table14,3.25,4,"A typical American holiday dinner table is shown and the main course is a roasted turkey.|A table is set with a large turkey while a person is opening a bottle of wine.|A typical American dinner, as presented for a special occasion or holiday.|A turkey that is sitting on a cutting board on a dining room table next to a bottle of wine.",4.0,64,83.25,92,74,0.6874999999140626,0.37080992430765947,0.26981632288171364,0.1971584187663804,0.21294110925146084,0.4219367588932806,
174,175,A table is set with a large turkey while a person is opening a bottle of wine.,American cuisine,laid_table14,3.75,1,A typical American holiday dinner table is shown and the main course is a roasted turkey.,4.66666666666667,78,89.0,89,89,0.29411764704152255,0.13558153612843557,1.0701301835512707e-06,3.058760346259648e-09,0.1444339118826461,0.3046953046953047,
